,dataset,cluster,dist_metric,inside_avg,outside_avg,out/in ratio,cluster_size
216,harris,20,2.0,0.1634854196016196,0.26939704776543205,1.647835314133195,61
217,harris,21,2.0,0.13564355563793273,0.3157747799850633,2.3279748049951356,58
218,harris,22,2.0,0.12483733477648598,0.28326277156814317,2.2690549431811307,49
219,harris,23,2.0,0.15643320671606412,0.29839584766819005,1.9074968411904825,17
220,harris,24,2.0,0.1636497396324365,0.27592246129086595,1.6860549971579437,71
221,harris,25,2.0,0.14561919689888572,0.33460753132279775,2.2978256881552555,74
222,harris,26,2.0,0.13784970680334044,0.31093199412401895,2.25558690935485,72
223,harris,27,2.0,0.16265267410373438,0.30809230596219545,1.894173014122747,48
224,harris,28,2.0,0.12278143801325074,0.31458721329709133,2.5621724129272754,67
225,harris,29,2.0,0.1660242304191288,0.28949829182590325,1.7437110902129387,29
226,harris,30,2.0,0.15667382926154003,0.3117223101794834,1.9896259103944958,115
227,harris,31,2.0,0.23920790646703277,0.40095499219958075,1.6761778409479107,57
228,harris,32,2.0,0.160418948856042,0.24845925874019473,1.5488149031768002,52
229,harris,33,2.0,0.18858267185827365,0.3385543079749748,1.7952567149404373,76
230,harris,34,2.0,0.16089366922100495,0.3204028148749262,1.9913947915179815,83
231,harris,35,2.0,0.34183307951850594,0.2803176698404227,0.8200425489401679,27
232,harris,36,2.0,0.14074756944554173,0.21099370353815589,1.4990930526853177,22
233,harris,37,2.0,0.28985365363312876,0.25298554123142536,0.8728043895959724,27
234,harris,38,2.0,0.18563911123155735,0.2692188345148474,1.4502269092370126,34
235,harris,39,2.0,0.158740089167975,0.42278540944467025,2.6633814536748104,35
236,harris,40,2.0,0.1994073622590424,0.24968445554608243,1.2521325828568306,69
237,harris,41,2.0,0.13024650443658659,0.27790250281556894,2.1336657288247762,61
238,harris,42,2.0,0.18483936121733063,0.2834206137714168,1.5333347394453294,171
239,harris,43,2.0,0.15399893308534768,0.289646029379632,1.8808314030273665,85
240,harris,44,2.0,0.13046345626103067,0.2647146558798199,2.029032983383332,264
241,harris,45,2.0,0.15196382023443414,0.2262692481544688,1.4889678859441933,158
242,harris,46,2.0,0.17766402975836143,0.2598753276690653,1.4627346234492058,93
243,harris,47,2.0,0.8660068496454395,0.87744206187608,1.0132045286192854,18
244,harris,48,2.0,0.31966005494392113,0.2916657833691631,0.9124248677875341,56
